activation,parameter,seed,eval_errors,solved,w2_abs,w1_abs
sin_family,0.5,141,194,False,0.20684680342674255,1.2623302936553955
sin_family,0.5,142,150,False,0.30365389585494995,1.2716763019561768
sin_family,0.5,143,200,False,0.5653488636016846,0.04873199015855789
sin_family,0.5,144,158,False,0.36539557576179504,1.2742575407028198
sin_family,0.5,145,145,False,0.4350587725639343,1.2755441665649414
sin_family,0.5,146,165,False,0.3792887330055237,1.27252995967865
sin_family,0.5,147,144,False,0.44207480549812317,1.2855504751205444
sin_family,0.5,148,146,False,0.3058142364025116,1.2659484148025513
sin_family,0.5,149,182,False,0.29974114894866943,0.06396428495645523
sin_family,0.5,150,170,False,0.3238459527492523,1.279547929763794
sin_family,0.5,151,180,False,0.23620261251926422,1.2780128717422485
sin_family,0.5,152,160,False,0.31946030259132385,1.2758527994155884
sin_family,0.5,153,157,False,0.40089181065559387,1.2741488218307495
sin_family,0.5,154,156,False,0.30982011556625366,1.2661383152008057
sin_family,0.5,155,164,False,0.4709576964378357,1.298021674156189
sin_family,0.5,156,167,False,0.3247852027416229,1.2881697416305542
sin_family,0.5,157,207,False,0.37520021200180054,0.01948566548526287
sin_family,0.5,158,201,False,0.1428309679031372,0.004503277130424976
sin_family,0.5,159,171,False,0.22999133169651031,1.2700741291046143
sin_family,0.5,160,196,False,0.14434856176376343,0.06108254939317703
sin_family,0.5,161,199,False,0.417493999004364,0.0765620768070221
sin_family,0.5,162,150,False,0.29126259684562683,1.2809267044067383
sin_family,0.5,163,179,False,0.8516603708267212,0.08900691568851471
sin_family,0.5,164,164,False,0.3082984983921051,1.2931561470031738
sin_family,0.5,165,157,False,0.369564414024353,1.271931529045105
sin_family,0.5,166,153,False,0.3942717909812927,1.2718678712844849
sin_family,0.5,167,164,False,0.41511955857276917,1.2848906517028809
sin_family,0.5,168,165,False,0.28172895312309265,1.2823623418807983
sin_family,0.5,169,161,False,0.33553144335746765,1.2923071384429932
sin_family,0.5,170,164,False,0.34905335307121277,1.298500895500183
sin_family,0.5,171,166,False,0.9072707891464233,0.11358706653118134
sin_family,0.5,172,145,False,0.33801329135894775,1.2699681520462036
sin_family,0.5,173,162,False,0.338093101978302,1.2768962383270264
sin_family,0.5,174,203,False,1.1772937774658203,0.05781283602118492
sin_family,0.5,175,164,False,0.3001460134983063,1.278105616569519
sin_family,0.5,176,196,False,0.5102604627609253,0.0005636827554553747
sin_family,0.5,177,169,False,0.8084884285926819,0.039511021226644516
sin_family,0.5,178,172,False,0.3516651391983032,1.2893649339675903
sin_family,0.5,179,215,False,0.42156434059143066,0.01589689776301384
sin_family,0.5,180,163,False,0.2413935363292694,1.293900728225708
sin_family,0.5,181,155,False,0.3160187304019928,1.2735753059387207
sin_family,0.5,182,151,False,0.39155033230781555,1.2673308849334717
sin_family,0.5,183,147,False,0.38067376613616943,1.2753455638885498
sin_family,0.5,184,158,False,0.3585220277309418,1.3018519878387451
sin_family,0.5,185,202,False,0.3865947723388672,0.0038743114564567804
sin_family,0.5,186,151,False,0.322267085313797,1.274742603302002
sin_family,0.5,187,154,False,0.3760373592376709,1.2922861576080322
sin_family,0.5,188,156,False,0.3298645615577698,1.296386957168579
sin_family,0.5,189,132,False,0.3224688768386841,1.277493953704834
sin_family,0.5,190,173,False,0.23384596407413483,1.2593092918395996
sin_family,0.5,191,153,False,0.3228353261947632,1.2781932353973389
sin_family,0.5,192,199,False,0.47616392374038696,0.14003542065620422
sin_family,0.5,193,168,False,0.36659151315689087,1.2863993644714355
sin_family,0.5,194,165,False,0.37177231907844543,1.2785065174102783
sin_family,0.5,195,165,False,0.3330654203891754,1.2773776054382324
sin_family,0.5,196,202,False,0.6472665071487427,0.012166628614068031
sin_family,0.5,197,215,False,0.42798519134521484,0.09790021181106567
sin_family,0.5,198,149,False,0.2830717861652374,1.2810533046722412
sin_family,0.5,199,163,False,0.3284066915512085,1.2678687572479248
sin_family,0.9,0,113,False,0.6663091778755188,1.1890366077423096
sin_family,0.9,1,136,False,1.0201034545898438,1.0225975513458252
sin_family,0.9,2,120,False,1.0154407024383545,1.0029751062393188
sin_family,0.9,3,125,False,1.08074152469635,1.0238947868347168
sin_family,0.9,4,192,False,0.6999145746231079,0.0014999683480709791
sin_family,0.9,5,134,False,0.9500681757926941,1.00691819190979
sin_family,0.9,6,188,False,0.7016282081604004,0.018033815547823906
sin_family,0.9,7,139,False,1.0112766027450562,0.9961217641830444
sin_family,0.9,8,198,False,0.6832377910614014,0.0020716383587569
sin_family,0.9,9,143,False,1.0105969905853271,1.0075455904006958
sin_family,0.9,10,145,False,1.0932281017303467,1.001157283782959
sin_family,0.9,11,211,False,0.5228137373924255,0.03724108263850212
sin_family,0.9,12,137,False,1.0630415678024292,0.9792332649230957
sin_family,0.9,13,199,False,0.7065081596374512,0.059419792145490646
sin_family,0.9,14,188,False,0.5628301501274109,0.006444429513067007
sin_family,0.9,15,128,False,1.0215872526168823,1.0112488269805908
sin_family,0.9,16,199,False,0.2863199710845947,0.06734475493431091
sin_family,0.9,17,211,False,0.8965206742286682,0.002213460160419345
sin_family,0.9,18,137,False,1.0409077405929565,0.9967381358146667
sin_family,0.9,19,144,False,1.0921803712844849,1.0074758529663086
sin_family,0.9,20,154,False,1.008437991142273,1.0299392938613892
sin_family,0.9,21,197,False,1.0364702939987183,0.027520574629306793
sin_family,0.9,22,128,False,0.9204009175300598,1.0582859516143799
sin_family,0.9,23,138,False,1.0180716514587402,0.9900803565979004
sin_family,0.9,24,128,False,1.1063092947006226,1.0088438987731934
sin_family,0.9,25,138,False,0.8993866443634033,1.0771907567977905
sin_family,0.9,26,151,False,0.9193586707115173,1.0387699604034424
sin_family,0.9,27,115,False,1.2077229022979736,1.0051841735839844
sin_family,0.9,28,138,False,1.0593613386154175,0.9898877143859863
sin_family,0.9,29,197,False,0.36671382188796997,0.03522540256381035
sin_family,0.9,30,139,False,1.010174036026001,0.9928419589996338
sin_family,0.9,31,114,False,1.2097084522247314,1.000699758529663
sin_family,0.9,32,139,False,0.9555200934410095,1.009096622467041
sin_family,0.9,33,154,False,1.1166731119155884,1.013428807258606
sin_family,0.9,34,122,False,1.0061343908309937,1.0069310665130615
sin_family,0.9,35,123,False,0.9555486440658569,1.0458593368530273
sin_family,0.9,36,133,False,1.1620992422103882,1.0093152523040771
sin_family,0.9,37,170,False,0.36770954728126526,0.031305842101573944
sin_family,0.9,38,128,False,1.3456648588180542,0.9904743432998657
sin_family,0.9,39,133,False,1.1088430881500244,0.9883313775062561
sin_family,0.9,40,129,False,1.083168387413025,1.014990210533142
sin_family,0.9,41,144,False,0.9808792471885681,1.0310099124908447
sin_family,0.9,42,138,False,0.9354631900787354,1.001481533050537
sin_family,0.9,43,132,False,1.0271649360656738,1.0414222478866577
sin_family,0.9,44,134,False,1.0686070919036865,1.0185668468475342
sin_family,0.9,45,128,False,1.081514596939087,1.0627285242080688
sin_family,0.9,46,186,False,0.5983831882476807,0.04622804746031761
sin_family,0.9,47,118,False,1.085137128829956,1.0249707698822021
sin_family,0.9,48,190,False,0.9990929961204529,0.010153130628168583
