a,seed,point,step,s,branch,dist,soft_component,stiff_component,hess_min,hess_max,sqrt_vhat_w1,sqrt_vhat_b1,sqrt_vhat_w2,sqrt_vhat_b2,log_vhat_ratio_w2_w1,mhat_w2,residual
1.3,300045,tstar,779,0.4270465129920973,1,1.8557888739083743,0.7537896466751457,1.695804680111325,0.1830874651439836,0.3333409959443637,0.0534905877297839,0.0012851410324435,0.0530725293891313,0.0118712637874269,-0.0156925021234335,0.0010068477467448,0.027514723292171972
1.3,300045,primary,1906,3.509069965337848,1,0.0074818863689614,0.0060352779397192,0.0044219954577531,1.2887915931361429,1.9108808698917377,0.0305222846702157,0.0007261887415086,0.0267025911929842,0.0113401734380576,-0.2673929052474598,-0.007102803220612,0.027514723292171972
1.3,300046,tstar,26,0.2012340159611669,-1,2.269714648390042,1.181741827225903,1.937805676248554,0.0924670035155063,0.1594205229131782,0.0144010449782218,0.0394300604508697,0.0294446432402695,0.0533569323759853,1.430422456604868,-0.0085546537733575,0.03141086906082058
1.3,300046,primary,1567,3.569693216823096,-1,0.0088643360521098,0.0072664702259301,0.0050768951240303,1.2990350983855172,1.9107798975368049,0.0048082568779577,0.0084245812799043,0.0029045695984788,0.014657698787661,-1.008098805091273,0.0007172343802894,0.03141086906082058
1.3,300047,tstar,4428,0.3748472870103466,1,2.12864918349133,1.0577722564241654,1.847231766703257,0.1610407637707096,0.2959500056133927,0.0036648740409923,0.0006424006393252,0.003995567072802,0.0027225493257756,0.1727830962158432,0.0002933887368893,0.030051664493958574
1.3,300047,primary,5158,3.6822458476685247,1,0.0084096063276145,0.0068996900006874,0.0048078848238979,1.3242164518162762,1.960923126977562,0.0131606448931459,0.0023656609319832,0.0040289397156236,0.0104154762447793,-2.367455370505649,-0.0013537269307279,0.030051664493958574
1.3,300048,tstar,10,0.054604526308049,1,1.1181390566155738,0.8472822067706689,0.7296216910282962,0.0274448832424446,0.0438285937851222,0.0110754113898921,0.0007637458718963,0.0202627968257159,0.1823298597289656,1.2081181498328837,-0.0166485851141942,0.032186608781671566
1.3,300048,primary,2421,3.508036317630008,1,0.0090584644516822,0.0074522568310262,0.0051497229388398,1.2717207892204434,1.8825900692894797,0.0031713449419153,0.0015010782534707,0.0007774327212523,0.0220370565146336,-2.8118278812662783,-0.000130177994153,0.032186608781671566
1.3,300049,tstar,73,0.0525390109505844,1,1.2531518814761224,0.6122048985834545,1.0934325768869189,0.0261595404495118,0.0418052853832551,0.0079310260675268,0.000709482237832,0.0213487072749897,0.1023563616944988,1.9804175415509064,0.0094468475117351,-0.03344565610165651
1.3,300049,primary,2200,3.5991819982202964,1,0.0087046280368082,0.0072827432424486,0.0047678297079233,1.3029986474509332,1.9152859650812184,0.0047737669013263,0.0007800702876113,0.0024754066297127,0.0202876267261633,-1.3134620453275434,0.0004516478178517,-0.03344565610165651
1.5,300000,tstar,16,0.0538774482224673,-1,1.5202679077545092,1.1340524662533706,1.0124917358343823,0.0309175293185099,0.0501956969853761,0.0100171891377061,0.0112207156454732,0.1108394233179415,0.0213349553069196,4.807559972049322,0.0658132024663708,0.002905614370480647
1.5,300000,primary,499,1.8278358340679743,-1,0.0230729219773527,0.0208815322207076,0.0098143436198533,0.8368153076664897,1.2924859799501909,0.0101245340995489,0.0308725432396007,0.0238461882015062,0.0252747084296868,1.713325567300839,0.0066974153901441,0.002905614370480647
1.5,300001,tstar,1,0.7606363202766708,1,1.2384959705840413,1.0310769992060864,0.6861140509136063,0.3705131005892512,0.6416170751314088,0.2645796922696615,0.1028951664997604,0.6152518376310466,0.3089867707970257,1.6877783522538188,-0.6152518376310467,0.13115899684032017
1.5,300001,primary,1291,1.7134465991608852,1,0.0235317748142563,0.0211395231916018,0.0103375521832102,0.795967591676982,1.222994389706978,0.0236774086946415,0.0093667317637163,0.0674554797320156,0.0527731557931648,2.0938928936895196,0.008975149615389,0.13115899684032017
1.5,300002,tstar,113,0.0500277585281755,-1,1.7391199912235291,1.2600218483755143,1.19870066550815,0.0288426177881521,0.046452582203735,0.0264525523255383,0.0238858287978423,0.1132143525372521,0.0029194141453835,2.907860594083739,0.0065416629048734,0.05089123156382036
